15.0, 50.0, 132.265427333
15.0, 60.0, 187.397943452
15.0, 70.0, 254.319066679
30.0, 50.0, 222.857570474
30.0, 60.0, 320.555648387
30.0, 70.0, 435.956240576
45.0, 50.0, 256.586609361
45.0, 60.0, 369.457897434
45.0, 70.0, 501.204987759
60.0, 50.0, 221.826527729
60.0, 60.0, 318.61069216
60.0, 70.0, 434.010684089
75.0, 50.0, 128.052031112
75.0, 60.0, 183.864819809
75.0, 70.0, 250.335256401
90.0, 50.0, 3.13043269949e-14
90.0, 60.0, 4.50736204703e-14
90.0, 70.0, 6.1343931226e-14
